title,description,category,resolution,priority
Feature not loading,Dashboard analytics feature is not loading for multiple users. Additional context: ticket ID 4631 reported by user.,Application,"Verify backend service, fix API endpoint issue, and redeploy.",Low
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 7299 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Medium
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 2885 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Medium
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 9281 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Critical
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 6695 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Critical
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 6068 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Critical
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 2176 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Medium
Feature not loading,Dashboard analytics feature is not loading for multiple users. Additional context: ticket ID 8061 reported by user.,Application,"Verify backend service, fix API endpoint issue, and redeploy.",Low
Feature not loading,Dashboard analytics feature is not loading for multiple users. Additional context: ticket ID 2471 reported by user.,Application,"Verify backend service, fix API endpoint issue, and redeploy.",Low
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 7041 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Critical
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 3167 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Low
App crashes on login,Users report that the application crashes immediately after entering credentials. Additional context: ticket ID 4377 reported by user.,Application,"Check application logs, fix null pointer exception, and deploy patch.",Medium
Feature not loading,Dashboard analytics feature is not loading for multiple users. Additional context: ticket ID 2505 reported by user.,Application,"Verify backend service, fix API endpoint issue, and redeploy.",Critical
